AsAt,Occupation,Score,n,maxsub
02/2025,133211 Engineering Manager,80,12,45699.706773460646
02/2025,133211 Engineering Manager,90,1,45342.80340899306
02/2025,133211 Engineering Manager,85,10,45706.84554494213
02/2025,133211 Engineering Manager,55,1,45572.9827497338
02/2025,133211 Engineering Manager,60,4,45648.00290679398
02/2025,133211 Engineering Manager,50,2,45675.90780347222
02/2025,133211 Engineering Manager,40,1,45700.34612002315
02/2025,233213 Quantity Surveyor,65,34,45710.59548229167
02/2025,233213 Quantity Surveyor,75,64,45699.493858761576
02/2025,233213 Quantity Surveyor,70,68,45716.3912246875
02/2025,233213 Quantity Surveyor,80,26,45714.590067743055
02/2025,233213 Quantity Surveyor,90,1,45553.56587025463
02/2025,233213 Quantity Surveyor,85,11,45708.809584525465
02/2025,233213 Quantity Surveyor,55,2,45655.16743784722
02/2025,233213 Quantity Surveyor,60,3,45618.80231917824
02/2025,233213 Quantity Surveyor,50,5,45693.79192858796
02/2025,234599 Life Scientists nec,65,4,45687.520451585646
02/2025,234599 Life Scientists nec,75,3,45704.32570555556
02/2025,234599 Life Scientists nec,70,4,45665.923703900466
02/2025,234599 Life Scientists nec,80,1,45515.60316153935
02/2025,234599 Life Scientists nec,90,1,45261.9650258912
02/2025,234599 Life Scientists nec,85,1,45422.58424054398
02/2025,254422 Registered Nurse (Mental Health),65,10,45707.09027662037
02/2025,254422 Registered Nurse (Mental Health),75,8,45673.93916207176
02/2025,254422 Registered Nurse (Mental Health),70,10,45675.751484837965
02/2025,254422 Registered Nurse (Mental Health),80,5,45586.751446875
02/2025,254422 Registered Nurse (Mental Health),85,1,45377.603516550924
02/2025,254422 Registered Nurse (Mental Health),60,1,45667.738929363426
02/2025,312211 Civil Engineering Draftsperson,65,300,45716.96723255787
02/2025,312211 Civil Engineering Draftsperson,75,225,45716.02871056713
02/2025,312211 Civil Engineering Draftsperson,70,341,45714.94225304398
02/2025,312211 Civil Engineering Draftsperson,80,105,45716.778709375
02/2025,312211 Civil Engineering Draftsperson,95,2,45702.46938422454
02/2025,312211 Civil Engineering Draftsperson,85,26,45701.82069521991
02/2025,312211 Civil Engineering Draftsperson,55,30,45715.72815836806
02/2025,312211 Civil Engineering Draftsperson,60,53,45699.71779869213
02/2025,312211 Civil Engineering Draftsperson,50,11,45695.788584027774
02/2025,312211 Civil Engineering Draftsperson,45,2,45544.48676165509
02/2025,321212 Diesel Motor Mechanic,65,4,45569.359028356484
02/2025,321212 Diesel Motor Mechanic,75,5,45716.88122415509
02/2025,321212 Diesel Motor Mechanic,70,8,45639.49355092592
02/2025,321212 Diesel Motor Mechanic,80,1,45554.84038267361
02/2025,321212 Diesel Motor Mechanic,85,1,45167.61583248842
02/2025,321212 Diesel Motor Mechanic,60,1,45567.741924270835
02/2025,234511 Life Scientist (General),65,8,45676.84765019676
02/2025,234511 Life Scientist (General),75,4,45698.421045636576
02/2025,234511 Life Scientist (General),70,12,45683.757325694445
02/2025,234511 Life Scientist (General),80,10,45711.008729166664
02/2025,234511 Life Scientist (General),95,5,45716.67086346065
02/2025,234511 Life Scientist (General),90,13,45705.408856215276
02/2025,234511 Life Scientist (General),85,11,45671.49247658565
02/2025,234511 Life Scientist (General),55,1,45535.647138078704
02/2025,234511 Life Scientist (General),60,3,45661.927215393516
02/2025,234511 Life Scientist (General),100,1,45607.83882434027
02/2025,234511 Life Scientist (General),105,1,45624.82408680556
02/2025,254423 Registered Nurse (Perioperative),65,29,45715.83125914352
02/2025,254423 Registered Nurse (Perioperative),75,18,45714.60148738426
02/2025,254423 Registered Nurse (Perioperative),70,29,45709.222208796295
02/2025,254423 Registered Nurse (Perioperative),80,6,45710.394792743056
02/2025,254423 Registered Nurse (Perioperative),90,2,45437.35384054398
02/2025,254423 Registered Nurse (Perioperative),85,1,45337.402709456015
02/2025,254423 Registered Nurse (Perioperative),55,1,45498.38896454861
02/2025,254423 Registered Nurse (Perioperative),60,2,45603.70977746528
02/2025,233212 Geotechnical Engineer,65,8,45713.22289417824
02/2025,233212 Geotechnical Engineer,75,15,45713.52964054398
02/2025,233212 Geotechnical Engineer,70,8,45709.63704988426
02/2025,233212 Geotechnical Engineer,80,7,45701.916986111115
02/2025,233212 Geotechnical Engineer,85,3,45676.73931585648
02/2025,233212 Geotechnical Engineer,55,1,45549.99742890046
02/2025,233212 Geotechnical Engineer,60,1,45589.780741979164
02/2025,232212 Surveyor,65,13,45669.88089537037
02/2025,232212 Surveyor,75,8,45666.84144325231
02/2025,232212 Surveyor,70,9,45663.83481608796
02/2025,232212 Surveyor,80,6,45595.74352133102
02/2025,232212 Surveyor,95,1,45711.663990706016
02/2025,232212 Surveyor,85,3,45658.78342045139
02/2025,232212 Surveyor,60,2,45712.65973730324
02/2025,254499 Registered Nurses nec,65,445,45716.68253799769
02/2025,254499 Registered Nurses nec,75,461,45716.71792565972
02/2025,254499 Registered Nurses nec,70,589,45716.9512497338
02/2025,254499 Registered Nurses nec,80,273,45716.89869583333
02/2025,254499 Registered Nurses nec,95,1,45627.512292708336
02/2025,254499 Registered Nurses nec,90,13,45714.96467410879
02/2025,254499 Registered Nurses nec,85,87,45707.617849305556
02/2025,254499 Registered Nurses nec,55,17,45714.657227511576
02/2025,254499 Registered Nurses nec,60,43,45716.71408414352
02/2025,254499 Registered Nurses nec,50,2,45709.684119791666
02/2025,254499 Registered Nurses nec,105,1,45545.488619097225
02/2025,254499 Registered Nurses nec,45,3,45680.5811224537
02/2025,221113 Taxation Accountant,65,43,45700.873619907405
02/2025,221113 Taxation Accountant,75,80,45712.64121646991
02/2025,221113 Taxation Accountant,70,101,45716.55689552083
02/2025,221113 Taxation Accountant,80,83,45716.84552037037
02/2025,221113 Taxation Accountant,95,17,45716.706154976855
02/2025,221113 Taxation Accountant,90,73,45712.919703125
02/2025,221113 Taxation Accountant,85,108,45716.94077434028
02/2025,221113 Taxation Accountant,60,8,45638.7459503125
02/2025,221113 Taxation Accountant,100,1,45617.01415320602
02/2025,323313 Locksmith,70,1,45702.56928329861
02/2025,224512 Valuer,65,1,45687.41175987269
02/2025,224512 Valuer,75,10,45699.65178105324
02/2025,224512 Valuer,70,3,45707.44874039352
02/2025,224512 Valuer,80,4,45593.74068318287
02/2025,224512 Valuer,95,1,45092.507481712964
02/2025,224512 Valuer,90,4,45476.32208568287
02/2025,224512 Valuer,85,6,45663.66220922454
02/2025,224512 Valuer,60,1,45593.74610471065
02/2025,261311 Analyst Programmer,65,87,45715.83815613426
02/2025,261311 Analyst Programmer,75,133,45716.8173252662
02/2025,261311 Analyst Programmer,70,117,45716.52167939815
02/2025,261311 Analyst Programmer,80,167,45716.7734712963
02/2025,261311 Analyst Programmer,95,58,45716.846310381945
02/2025,261311 Analyst Programmer,90,244,45716.68647519676
02/2025,261311 Analyst Programmer,85,200,45716.913522916664
02/2025,261311 Analyst Programmer,55,4,45648.97833545139
02/2025,261311 Analyst Programmer,60,8,45701.84038140046
02/2025,261311 Analyst Programmer,50,1,45640.82207577546
02/2025,261311 Analyst Programmer,100,5,45687.44926461806
02/2025,261311 Analyst Programmer,105,1,45618.84055790509
02/2025,261311 Analyst Programmer,45,1,45673.855015243054
02/2025,234516 Marine Biologist,65,2,45692.75255443287
02/2025,234516 Marine Biologist,75,3,45553.49207769676
02/2025,234516 Marine Biologist,80,1,45548.59370204861
02/2025,234516 Marine Biologist,95,1,45631.644146377315
02/2025,234516 Marine Biologist,90,3,45716.035941979164
02/2025,234516 Marine Biologist,85,2,45565.505812766205
02/2025,234516 Marine Biologist,105,1,45631.64139841435
02/2025,233215 Transport Engineer,65,10,45705.966776354166
02/2025,233215 Transport Engineer,75,16,45694.104424537036
02/2025,233215 Transport Engineer,70,10,45699.340867824074
02/2025,233215 Transport Engineer,80,7,45693.51147199074
02/2025,233215 Transport Engineer,90,1,45596.883640011576
02/2025,233215 Transport Engineer,85,1,45612.431072453706
02/2025,233215 Transport Engineer,55,1,45605.37381203704
02/2025,233214 Structural Engineer,65,16,45708.74504568287
02/2025,233214 Structural Engineer,75,44,45693.33076423611
02/2025,233214 Structural Engineer,70,25,45716.490693831016
02/2025,233214 Structural Engineer,80,18,45711.89123136574
02/2025,233214 Structural Engineer,95,1,45391.500521875
02/2025,233214 Structural Engineer,90,3,45690.96740709491
02/2025,233214 Structural Engineer,85,10,45708.75538125
02/2025,233214 Structural Engineer,60,1,45608.903610532405
02/2025,233214 Structural Engineer,100,1,45701.45063584491
02/2025,233214 Structural Engineer,105,1,45707.536374386575
02/2025,233611 Mining Engineer (excluding Petroleum),65,21,45712.69049690972
02/2025,233611 Mining Engineer (excluding Petroleum),75,14,45704.77120150463
02/2025,233611 Mining Engineer (excluding Petroleum),70,19,45707.3193940625
02/2025,233611 Mining Engineer (excluding Petroleum),80,8,45712.83126184028
02/2025,233611 Mining Engineer (excluding Petroleum),90,5,45699.02761107639
02/2025,233611 Mining Engineer (excluding Petroleum),85,8,45683.02393278935
02/2025,233611 Mining Engineer (excluding Petroleum),55,1,45538.291265775464
02/2025,233611 Mining Engineer (excluding Petroleum),60,2,45693.84894791667
02/2025,254417 Registered Nurse (Disability and Rehabilitation),65,1,45551.40131670139
02/2025,254417 Registered Nurse (Disability and Rehabilitation),75,3,45685.64371712963
02/2025,254417 Registered Nurse (Disability and Rehabilitation),70,3,45632.18694328704
02/2025,261211 Multimedia Specialist,65,6,45688.85171403935
02/2025,261211 Multimedia Specialist,75,16,45709.56509984954
02/2025,261211 Multimedia Specialist,70,9,45699.87673619213
02/2025,261211 Multimedia Specialist,80,22,45706.40549189815
02/2025,261211 Multimedia Specialist,95,3,45638.60943596065
02/2025,261211 Multimedia Specialist,90,30,45716.74699082176
02/2025,261211 Multimedia Specialist,85,16,45715.53015396991
02/2025,261211 Multimedia Specialist,55,1,45705.81485
02/2025,261211 Multimedia Specialist,60,1,45127.63676736111
02/2025,261211 Multimedia Specialist,50,1,45706.65726836806
02/2025,263311 Telecommunications Engineer,65,52,45702.76898692129
02/2025,263311 Telecommunications Engineer,75,109,45716.74633984954
02/2025,263311 Telecommunications Engineer,70,57,45714.7182346412
02/2025,263311 Telecommunications Engineer,80,55,45702.90647040509
02/2025,263311 Telecommunications Engineer,95,3,45631.663711608795
02/2025,263311 Telecommunications Engineer,90,28,45706.79546010417
02/2025,263311 Telecommunications Engineer,85,46,45714.39198568287
02/2025,263311 Telecommunications Engineer,55,6,45709.912962766204
02/2025,263311 Telecommunications Engineer,60,8,45677.92954459491
02/2025,263311 Telecommunications Engineer,50,2,45617.56927800926
02/2025,263311 Telecommunications Engineer,45,3,45604.9468621875
02/2025,322313 Welder (First Class),65,24,45706.63215760417
02/2025,322313 Welder (First Class),75,19,45687.627428900465
02/2025,322313 Welder (First Class),70,22,45707.51263383102
02/2025,322313 Welder (First Class),80,11,45700.87290231482
02/2025,322313 Welder (First Class),90,1,45516.72042855324
02/2025,322313 Welder (First Class),55,3,45691.76110451389
02/2025,322313 Welder (First Class),60,4,45629.44406296296
02/2025,234912 Metallurgist,65,4,45671.22951898148
02/2025,234912 Metallurgist,75,5,45690.994540625004
02/2025,234912 Metallurgist,70,2,45636.29684768518
02/2025,234912 Metallurgist,80,4,45702.65586678241
02/2025,234912 Metallurgist,95,1,45513.590466284724
02/2025,234912 Metallurgist,85,1,45672.79213703704
02/2025,234912 Metallurgist,60,3,45705.934919988424
02/2025,234912 Metallurgist,100,1,45502.54382222222
02/2025,232214 Other Spatial Scientist,65,7,45710.99938480324
02/2025,232214 Other Spatial Scientist,75,7,45659.21239756944
02/2025,232214 Other Spatial Scientist,70,9,45670.92794259259
02/2025,232214 Other Spatial Scientist,80,13,45713.67927060185
02/2025,232214 Other Spatial Scientist,90,12,45687.08263005787
02/2025,232214 Other Spatial Scientist,85,4,45541.78948313657
02/2025,133111 Construction Project Manager,65,122,45715.66645567129
02/2025,133111 Construction Project Manager,75,135,45715.26372596065
02/2025,133111 Construction Project Manager,70,141,45715.78271670139
02/2025,133111 Construction Project Manager,80,63,45714.03279907408
02/2025,133111 Construction Project Manager,90,3,45685.68717855324
02/2025,133111 Construction Project Manager,85,17,45709.78707677084
02/2025,133111 Construction Project Manager,55,8,45709.627267013886
02/2025,133111 Construction Project Manager,60,25,45712.8296170949
02/2025,133111 Construction Project Manager,50,8,45668.16707688657
02/2025,133111 Construction Project Manager,45,1,45608.99912850694
02/2025,253111 General Practitioner,65,16,45715.47337943287
02/2025,253111 General Practitioner,75,33,45716.779405671296
02/2025,253111 General Practitioner,70,25,45705.923071261575
02/2025,253111 General Practitioner,80,46,45715.38425991898
02/2025,253111 General Practitioner,95,1,45337.456672685184
02/2025,253111 General Practitioner,90,8,45715.83193032407
02/2025,253111 General Practitioner,85,26,45713.75478336806
02/2025,253111 General Practitioner,55,1,45528.0105880787
02/2025,253111 General Practitioner,60,6,45695.987101122686
02/2025,253111 General Practitioner,50,1,45636.7699900463
02/2025,234313 Environmental Research Scientist,65,1,45348.136333333336
02/2025,234313 Environmental Research Scientist,75,9,45675.627492708336
02/2025,234313 Environmental Research Scientist,70,6,45705.859626273144
02/2025,234313 Environmental Research Scientist,80,7,45675.17040934028
02/2025,234313 Environmental Research Scientist,95,4,45683.56406064815
02/2025,234313 Environmental Research Scientist,90,1,45008.76753457176
02/2025,234313 Environmental Research Scientist,85,8,45708.49232253472
02/2025,234313 Environmental Research Scientist,60,3,45649.8124371875
02/2025,234313 Environmental Research Scientist,100,2,45715.76190520833
02/2025,233911 Aeronautical Engineer,65,10,45675.30644163195
02/2025,233911 Aeronautical Engineer,75,12,45700.31016516204
02/2025,233911 Aeronautical Engineer,70,8,45713.51377546296
02/2025,233911 Aeronautical Engineer,80,21,45713.7161283912
02/2025,233911 Aeronautical Engineer,90,5,45708.74982256944
02/2025,233911 Aeronautical Engineer,85,13,45667.6205565625
02/2025,233911 Aeronautical Engineer,50,1,45698.601023877316
02/2025,234112 Agricultural Scientist,65,15,45686.94490459491
02/2025,234112 Agricultural Scientist,75,8,45673.54827126158
02/2025,234112 Agricultural Scientist,70,8,45633.86701230324
02/2025,234112 Agricultural Scientist,80,9,45701.989045636576
02/2025,234112 Agricultural Scientist,95,2,45607.76957253472
02/2025,234112 Agricultural Scientist,90,13,45695.99320486111
02/2025,234112 Agricultural Scientist,85,9,45696.488329050924
02/2025,234112 Agricultural Scientist,60,3,45628.00879525463
02/2025,234112 Agricultural Scientist,100,2,45649.40927693287
02/2025,234113 Forester,70,1,45572.7541434375
02/2025,234113 Forester,80,1,45559.64413626157
02/2025,234113 Forester,95,1,45166.512663113426
02/2025,234113 Forester,90,3,45646.72456512731
02/2025,234113 Forester,85,1,45173.98035300926
02/2025,234113 Forester,60,1,45512.69570532408
02/2025,271111 Barrister,80,1,45613.69087604167
