AsAt,Occupation,Score,only
03/2025,323211 Fitter (General),80,2
03/2025,323211 Fitter (General),85,2
03/2025,323211 Fitter (General),55,1
03/2025,323211 Fitter (General),60,1
03/2025,323211 Fitter (General),50,1
03/2025,261399 Software and Applications Programmers nec,65,85
03/2025,261399 Software and Applications Programmers nec,75,123
03/2025,261399 Software and Applications Programmers nec,70,110
03/2025,261399 Software and Applications Programmers nec,80,115
03/2025,261399 Software and Applications Programmers nec,95,53
03/2025,261399 Software and Applications Programmers nec,90,200
03/2025,261399 Software and Applications Programmers nec,85,166
03/2025,261399 Software and Applications Programmers nec,55,5
03/2025,261399 Software and Applications Programmers nec,60,13
03/2025,261399 Software and Applications Programmers nec,50,1
03/2025,261399 Software and Applications Programmers nec,100,4
03/2025,233513 Production or Plant Engineer,65,31
03/2025,233513 Production or Plant Engineer,75,46
03/2025,233513 Production or Plant Engineer,70,31
03/2025,233513 Production or Plant Engineer,80,38
03/2025,233513 Production or Plant Engineer,95,1
03/2025,233513 Production or Plant Engineer,90,18
03/2025,233513 Production or Plant Engineer,85,28
03/2025,233513 Production or Plant Engineer,55,2
03/2025,233513 Production or Plant Engineer,60,5
03/2025,233513 Production or Plant Engineer,40,1
03/2025,233311 Electrical Engineer,65,178
03/2025,233311 Electrical Engineer,75,206
03/2025,233311 Electrical Engineer,70,187
03/2025,233311 Electrical Engineer,80,188
03/2025,233311 Electrical Engineer,95,11
03/2025,233311 Electrical Engineer,90,58
03/2025,233311 Electrical Engineer,85,134
03/2025,233311 Electrical Engineer,55,25
03/2025,233311 Electrical Engineer,60,33
03/2025,233311 Electrical Engineer,50,7
03/2025,233311 Electrical Engineer,110,1
03/2025,233311 Electrical Engineer,100,5
03/2025,233311 Electrical Engineer,45,4
03/2025,232111 Architect,65,46
03/2025,232111 Architect,75,96
03/2025,232111 Architect,70,89
03/2025,232111 Architect,80,50
03/2025,232111 Architect,90,6
03/2025,232111 Architect,85,20
03/2025,232111 Architect,55,1
03/2025,232111 Architect,60,8
03/2025,232111 Architect,110,1
03/2025,234212 Food Technologist,65,29
03/2025,234212 Food Technologist,75,25
03/2025,234212 Food Technologist,70,35
03/2025,234212 Food Technologist,80,23
03/2025,234212 Food Technologist,95,3
03/2025,234212 Food Technologist,90,10
03/2025,234212 Food Technologist,85,27
03/2025,234212 Food Technologist,55,2
03/2025,234212 Food Technologist,60,4
03/2025,234212 Food Technologist,50,1
03/2025,221112 Management Accountant,65,53
03/2025,221112 Management Accountant,75,78
03/2025,221112 Management Accountant,70,96
03/2025,221112 Management Accountant,80,79
03/2025,221112 Management Accountant,95,20
03/2025,221112 Management Accountant,90,42
03/2025,221112 Management Accountant,85,85
03/2025,221112 Management Accountant,55,1
03/2025,221112 Management Accountant,60,12
03/2025,221112 Management Accountant,100,5
03/2025,221112 Management Accountant,45,1
03/2025,312311 Electrical Engineering Draftsperson,65,4
03/2025,312311 Electrical Engineering Draftsperson,75,5
03/2025,312311 Electrical Engineering Draftsperson,70,5
03/2025,312311 Electrical Engineering Draftsperson,80,3
03/2025,312311 Electrical Engineering Draftsperson,90,1
03/2025,312311 Electrical Engineering Draftsperson,85,5
03/2025,312311 Electrical Engineering Draftsperson,50,2
03/2025,224711 Management Consultant,65,12
03/2025,224711 Management Consultant,75,39
03/2025,224711 Management Consultant,70,16
03/2025,224711 Management Consultant,80,40
03/2025,224711 Management Consultant,95,3
03/2025,224711 Management Consultant,90,22
03/2025,224711 Management Consultant,85,43
03/2025,224711 Management Consultant,55,1
03/2025,224711 Management Consultant,60,1
03/2025,224711 Management Consultant,50,1
03/2025,234711 Veterinarian,65,7
03/2025,234711 Veterinarian,75,11
03/2025,234711 Veterinarian,70,8
03/2025,234711 Veterinarian,80,10
03/2025,234711 Veterinarian,95,1
03/2025,234711 Veterinarian,90,11
03/2025,234711 Veterinarian,85,14
03/2025,241411 Secondary School Teacher,65,71
03/2025,241411 Secondary School Teacher,75,100
03/2025,241411 Secondary School Teacher,70,102
03/2025,241411 Secondary School Teacher,80,53
03/2025,241411 Secondary School Teacher,90,4
03/2025,241411 Secondary School Teacher,85,17
03/2025,241411 Secondary School Teacher,55,2
03/2025,241411 Secondary School Teacher,60,9
03/2025,241411 Secondary School Teacher,50,2
03/2025,134111 Child Care Centre Manager,65,4
03/2025,134111 Child Care Centre Manager,75,2
03/2025,134111 Child Care Centre Manager,70,3
03/2025,134111 Child Care Centre Manager,80,1
03/2025,224111 Actuary,65,4
03/2025,224111 Actuary,75,5
03/2025,224111 Actuary,70,11
03/2025,224111 Actuary,80,17
03/2025,224111 Actuary,95,5
03/2025,224111 Actuary,90,22
03/2025,224111 Actuary,85,17
03/2025,224111 Actuary,100,1
03/2025,333111 Glazier,65,2
03/2025,242111 University Lecturer,65,99
03/2025,242111 University Lecturer,75,92
03/2025,242111 University Lecturer,70,88
03/2025,242111 University Lecturer,80,103
03/2025,242111 University Lecturer,95,20
03/2025,242111 University Lecturer,90,48
03/2025,242111 University Lecturer,85,55
03/2025,242111 University Lecturer,55,14
03/2025,242111 University Lecturer,60,30
03/2025,242111 University Lecturer,100,9
03/2025,242111 University Lecturer,105,2
03/2025,263312 Telecommunications Network Engineer,65,20
03/2025,263312 Telecommunications Network Engineer,75,20
03/2025,263312 Telecommunications Network Engineer,70,17
03/2025,263312 Telecommunications Network Engineer,80,11
03/2025,263312 Telecommunications Network Engineer,90,5
03/2025,263312 Telecommunications Network Engineer,85,9
03/2025,263312 Telecommunications Network Engineer,55,1
03/2025,263312 Telecommunications Network Engineer,60,1
03/2025,263312 Telecommunications Network Engineer,50,1
03/2025,133211 Engineering Manager,65,35
03/2025,133211 Engineering Manager,75,29
03/2025,133211 Engineering Manager,70,26
03/2025,133211 Engineering Manager,80,12
03/2025,133211 Engineering Manager,90,1
03/2025,133211 Engineering Manager,85,9
03/2025,133211 Engineering Manager,55,2
03/2025,133211 Engineering Manager,60,5
03/2025,133211 Engineering Manager,50,2
03/2025,133211 Engineering Manager,40,1
03/2025,233213 Quantity Surveyor,65,39
03/2025,233213 Quantity Surveyor,75,73
03/2025,233213 Quantity Surveyor,70,80
03/2025,233213 Quantity Surveyor,80,37
03/2025,233213 Quantity Surveyor,90,2
03/2025,233213 Quantity Surveyor,85,14
03/2025,233213 Quantity Surveyor,55,2
03/2025,233213 Quantity Surveyor,60,4
03/2025,233213 Quantity Surveyor,50,4
03/2025,233213 Quantity Surveyor,40,1
03/2025,234599 Life Scientists nec,65,4
03/2025,234599 Life Scientists nec,75,4
03/2025,234599 Life Scientists nec,70,4
03/2025,234599 Life Scientists nec,80,1
03/2025,234599 Life Scientists nec,95,3
03/2025,234599 Life Scientists nec,90,1
03/2025,234599 Life Scientists nec,85,3
03/2025,254422 Registered Nurse (Mental Health),65,12
03/2025,254422 Registered Nurse (Mental Health),75,12
03/2025,254422 Registered Nurse (Mental Health),70,10
03/2025,254422 Registered Nurse (Mental Health),80,9
03/2025,254422 Registered Nurse (Mental Health),85,3
03/2025,254422 Registered Nurse (Mental Health),60,1
03/2025,312211 Civil Engineering Draftsperson,65,322
03/2025,312211 Civil Engineering Draftsperson,75,257
03/2025,312211 Civil Engineering Draftsperson,70,369
03/2025,312211 Civil Engineering Draftsperson,80,118
03/2025,312211 Civil Engineering Draftsperson,95,2
03/2025,312211 Civil Engineering Draftsperson,85,35
03/2025,312211 Civil Engineering Draftsperson,55,33
03/2025,312211 Civil Engineering Draftsperson,60,67
03/2025,312211 Civil Engineering Draftsperson,50,12
03/2025,312211 Civil Engineering Draftsperson,45,2
03/2025,321212 Diesel Motor Mechanic,65,3
03/2025,321212 Diesel Motor Mechanic,75,5
03/2025,321212 Diesel Motor Mechanic,70,8
03/2025,321212 Diesel Motor Mechanic,80,1
03/2025,321212 Diesel Motor Mechanic,85,2
03/2025,321212 Diesel Motor Mechanic,60,3
03/2025,234511 Life Scientist (General),65,7
03/2025,234511 Life Scientist (General),75,8
03/2025,234511 Life Scientist (General),70,13
03/2025,234511 Life Scientist (General),80,11
03/2025,234511 Life Scientist (General),95,5
03/2025,234511 Life Scientist (General),90,11
03/2025,234511 Life Scientist (General),85,12
03/2025,234511 Life Scientist (General),55,1
03/2025,234511 Life Scientist (General),60,3
03/2025,234511 Life Scientist (General),100,2
03/2025,234511 Life Scientist (General),105,2
03/2025,254423 Registered Nurse (Perioperative),65,31
03/2025,254423 Registered Nurse (Perioperative),75,24
03/2025,254423 Registered Nurse (Perioperative),70,30
03/2025,254423 Registered Nurse (Perioperative),80,7
03/2025,254423 Registered Nurse (Perioperative),90,2
03/2025,254423 Registered Nurse (Perioperative),85,1
03/2025,254423 Registered Nurse (Perioperative),55,1
03/2025,254423 Registered Nurse (Perioperative),60,3
03/2025,233212 Geotechnical Engineer,65,11
03/2025,233212 Geotechnical Engineer,75,15
03/2025,233212 Geotechnical Engineer,70,12
03/2025,233212 Geotechnical Engineer,80,9
03/2025,233212 Geotechnical Engineer,90,1
03/2025,233212 Geotechnical Engineer,85,4
03/2025,233212 Geotechnical Engineer,60,2
03/2025,233212 Geotechnical Engineer,50,1
03/2025,232212 Surveyor,65,15
03/2025,232212 Surveyor,75,9
03/2025,232212 Surveyor,70,10
03/2025,232212 Surveyor,80,6
03/2025,232212 Surveyor,95,2
03/2025,232212 Surveyor,85,3
03/2025,232212 Surveyor,60,2
03/2025,254499 Registered Nurses nec,65,472
03/2025,254499 Registered Nurses nec,75,538
03/2025,254499 Registered Nurses nec,70,661
03/2025,254499 Registered Nurses nec,80,339
03/2025,254499 Registered Nurses nec,95,1
03/2025,254499 Registered Nurses nec,90,15
03/2025,254499 Registered Nurses nec,85,101
03/2025,254499 Registered Nurses nec,55,18
03/2025,254499 Registered Nurses nec,60,47
03/2025,254499 Registered Nurses nec,50,4
03/2025,254499 Registered Nurses nec,105,1
03/2025,254499 Registered Nurses nec,45,2
03/2025,221113 Taxation Accountant,65,48
03/2025,221113 Taxation Accountant,75,95
03/2025,221113 Taxation Accountant,70,115
03/2025,221113 Taxation Accountant,80,91
03/2025,221113 Taxation Accountant,95,24
03/2025,221113 Taxation Accountant,90,69
03/2025,221113 Taxation Accountant,85,123
03/2025,221113 Taxation Accountant,60,8
03/2025,221113 Taxation Accountant,100,1
03/2025,323313 Locksmith,70,1
03/2025,224512 Valuer,65,1
03/2025,224512 Valuer,75,11
03/2025,224512 Valuer,70,3
03/2025,224512 Valuer,80,4
03/2025,224512 Valuer,95,1
03/2025,224512 Valuer,90,4
03/2025,224512 Valuer,85,7
03/2025,224512 Valuer,60,1
03/2025,261311 Analyst Programmer,65,97
03/2025,261311 Analyst Programmer,75,166
03/2025,261311 Analyst Programmer,70,122
03/2025,261311 Analyst Programmer,80,185
03/2025,261311 Analyst Programmer,95,83
03/2025,261311 Analyst Programmer,90,282
03/2025,261311 Analyst Programmer,85,248
03/2025,261311 Analyst Programmer,55,5
03/2025,261311 Analyst Programmer,60,13
03/2025,261311 Analyst Programmer,50,1
03/2025,261311 Analyst Programmer,100,9
03/2025,261311 Analyst Programmer,105,1
03/2025,261311 Analyst Programmer,45,1
03/2025,234516 Marine Biologist,65,1
03/2025,234516 Marine Biologist,75,3
03/2025,234516 Marine Biologist,80,1
03/2025,234516 Marine Biologist,95,2
03/2025,234516 Marine Biologist,90,3
03/2025,234516 Marine Biologist,85,1
03/2025,234516 Marine Biologist,105,1
03/2025,233215 Transport Engineer,65,11
03/2025,233215 Transport Engineer,75,17
03/2025,233215 Transport Engineer,70,13
03/2025,233215 Transport Engineer,80,7
03/2025,233215 Transport Engineer,90,1
03/2025,233215 Transport Engineer,85,1
03/2025,233214 Structural Engineer,65,22
03/2025,233214 Structural Engineer,75,50
03/2025,233214 Structural Engineer,70,30
03/2025,233214 Structural Engineer,80,26
03/2025,233214 Structural Engineer,90,4
03/2025,233214 Structural Engineer,85,14
03/2025,233214 Structural Engineer,100,1
03/2025,233214 Structural Engineer,105,1
03/2025,233611 Mining Engineer (excluding Petroleum),65,21
03/2025,233611 Mining Engineer (excluding Petroleum),75,17
03/2025,233611 Mining Engineer (excluding Petroleum),70,18
03/2025,233611 Mining Engineer (excluding Petroleum),80,10
03/2025,233611 Mining Engineer (excluding Petroleum),90,7
03/2025,233611 Mining Engineer (excluding Petroleum),85,8
03/2025,233611 Mining Engineer (excluding Petroleum),55,1
03/2025,233611 Mining Engineer (excluding Petroleum),60,2
03/2025,233611 Mining Engineer (excluding Petroleum),50,1
03/2025,254417 Registered Nurse (Disability and Rehabilitation),65,1
03/2025,254417 Registered Nurse (Disability and Rehabilitation),75,3
03/2025,254417 Registered Nurse (Disability and Rehabilitation),70,4
03/2025,261211 Multimedia Specialist,65,5
03/2025,261211 Multimedia Specialist,75,21
03/2025,261211 Multimedia Specialist,70,11
03/2025,261211 Multimedia Specialist,80,22
03/2025,261211 Multimedia Specialist,95,5
03/2025,261211 Multimedia Specialist,90,36
03/2025,261211 Multimedia Specialist,85,15
03/2025,261211 Multimedia Specialist,55,2
03/2025,261211 Multimedia Specialist,60,1
03/2025,261211 Multimedia Specialist,50,1
03/2025,263311 Telecommunications Engineer,65,55
03/2025,263311 Telecommunications Engineer,75,122
03/2025,263311 Telecommunications Engineer,70,55
03/2025,263311 Telecommunications Engineer,80,56
03/2025,263311 Telecommunications Engineer,95,6
03/2025,263311 Telecommunications Engineer,90,27
03/2025,263311 Telecommunications Engineer,85,53
03/2025,263311 Telecommunications Engineer,55,7
03/2025,263311 Telecommunications Engineer,60,9
03/2025,263311 Telecommunications Engineer,50,3
03/2025,263311 Telecommunications Engineer,45,3
03/2025,322313 Welder (First Class),65,24
03/2025,322313 Welder (First Class),75,21
03/2025,322313 Welder (First Class),70,26
03/2025,322313 Welder (First Class),80,10
03/2025,322313 Welder (First Class),90,1
03/2025,322313 Welder (First Class),85,2
03/2025,322313 Welder (First Class),55,2
03/2025,322313 Welder (First Class),60,5
03/2025,322313 Welder (First Class),45,1
03/2025,234912 Metallurgist,65,4
03/2025,234912 Metallurgist,75,4
03/2025,234912 Metallurgist,70,4
03/2025,234912 Metallurgist,80,4
03/2025,234912 Metallurgist,95,1
03/2025,234912 Metallurgist,85,4
03/2025,234912 Metallurgist,60,3
03/2025,234912 Metallurgist,100,1
03/2025,232214 Other Spatial Scientist,65,7
03/2025,232214 Other Spatial Scientist,75,9
03/2025,232214 Other Spatial Scientist,70,10
03/2025,232214 Other Spatial Scientist,80,14
03/2025,232214 Other Spatial Scientist,90,14
03/2025,232214 Other Spatial Scientist,85,4
03/2025,133111 Construction Project Manager,65,137
03/2025,133111 Construction Project Manager,75,149
03/2025,133111 Construction Project Manager,70,149
03/2025,133111 Construction Project Manager,80,68
03/2025,133111 Construction Project Manager,90,7
03/2025,133111 Construction Project Manager,85,22
03/2025,133111 Construction Project Manager,55,10
03/2025,133111 Construction Project Manager,60,25
03/2025,133111 Construction Project Manager,50,8
03/2025,133111 Construction Project Manager,45,1
03/2025,253111 General Practitioner,65,21
03/2025,253111 General Practitioner,75,37
03/2025,253111 General Practitioner,70,32
03/2025,253111 General Practitioner,80,53
03/2025,253111 General Practitioner,95,1
03/2025,253111 General Practitioner,90,9
03/2025,253111 General Practitioner,85,35
03/2025,253111 General Practitioner,55,1
03/2025,253111 General Practitioner,60,6
03/2025,253111 General Practitioner,50,1
03/2025,234313 Environmental Research Scientist,65,1
03/2025,234313 Environmental Research Scientist,75,11
03/2025,234313 Environmental Research Scientist,70,6
03/2025,234313 Environmental Research Scientist,80,11
03/2025,234313 Environmental Research Scientist,95,6
03/2025,234313 Environmental Research Scientist,90,1
03/2025,234313 Environmental Research Scientist,85,5
03/2025,234313 Environmental Research Scientist,60,3
03/2025,234313 Environmental Research Scientist,100,2
03/2025,233911 Aeronautical Engineer,65,13
03/2025,233911 Aeronautical Engineer,75,14
03/2025,233911 Aeronautical Engineer,70,11
03/2025,233911 Aeronautical Engineer,80,20
03/2025,233911 Aeronautical Engineer,90,5
03/2025,233911 Aeronautical Engineer,85,17
03/2025,233911 Aeronautical Engineer,50,1
03/2025,234112 Agricultural Scientist,65,20
