AsAt,OccGroup,Score,n,pool_doe_max,pool_doe_min
10/2024,1331 Construction Managers,50,3,45911.20431712963,45499.22346064815
10/2024,2343 Environmental Scientists,65,10,46070.20421296296,45068.017534722225
10/2024,2343 Environmental Scientists,75,12,46147.20936342593,45348.13631944444
10/2024,2343 Environmental Scientists,70,13,46237.20798611111,45322.862604166665
10/2024,2343 Environmental Scientists,80,6,45838.202060185184,45193.01115740741
10/2024,2343 Environmental Scientists,95,3,45582.95453703704,45571.91740740741
10/2024,2343 Environmental Scientists,90,1,45560.09763888889,45560.09763888889
10/2024,2343 Environmental Scientists,85,11,45956.21650462963,45126.0480787037
10/2024,2343 Environmental Scientists,110,1,45586.574108796296,45586.574108796296
10/2024,2343 Environmental Scientists,100,1,45586.575520833336,45586.575520833336
10/2024,2343 Environmental Scientists,45,1,45971.20501157407,45553.93613425926
10/2024,3132 Telecommunications Technical Specialists,65,18,46261.20773148148,45136.80814814815
10/2024,3132 Telecommunications Technical Specialists,75,10,46251.67774305555,45456.43530092593
10/2024,3132 Telecommunications Technical Specialists,70,29,46254.20762731481,45100.6965625
10/2024,3132 Telecommunications Technical Specialists,80,7,45938.204722222225,44946.76137731481
10/2024,3132 Telecommunications Technical Specialists,90,1,45580.56858796296,45580.56858796296
10/2024,3132 Telecommunications Technical Specialists,85,3,45979.20769675926,45551.569861111115
10/2024,3132 Telecommunications Technical Specialists,55,3,45708.22954861111,45216.630578703705
10/2024,3132 Telecommunications Technical Specialists,60,8,46068.21092592592,45446.86337962963
10/2024,3132 Telecommunications Technical Specialists,50,2,45697.259930555556,45537.76466435185
10/2024,3312 Carpenters and Joiners,65,59,45951.20533564815,45540.81549768519
10/2024,3312 Carpenters and Joiners,75,11,45804.20545138889,45555.22032407407
10/2024,3312 Carpenters and Joiners,70,42,45596.53792824074,45275.75108796296
10/2024,3312 Carpenters and Joiners,80,7,45719.22162037037,45190.486979166664
10/2024,3312 Carpenters and Joiners,90,1,45583.81346064815,45583.81346064815
10/2024,3312 Carpenters and Joiners,85,2,45597.20515046296,45551.435532407406
10/2024,3312 Carpenters and Joiners,55,3,46110.22554398148,45309.558171296296
10/2024,3312 Carpenters and Joiners,60,6,46139.204247685186,45344.63407407407
10/2024,3312 Carpenters and Joiners,45,1,45560.949328703704,45560.949328703704
10/2024,2725 Social Workers,65,17,46211.20512731482,45264.81431712963
10/2024,2725 Social Workers,75,37,45845.203622685185,45281.90775462963
10/2024,2725 Social Workers,70,31,46187.21666666667,45409.19978009259
10/2024,2725 Social Workers,80,24,45899.20775462963,45540.45628472222
10/2024,2725 Social Workers,90,3,45592.94530092592,45570.1674537037
10/2024,2725 Social Workers,85,12,45873.204780092594,45552.73232638889
10/2024,2725 Social Workers,55,2,46147.20936342593,45588.53628472222
10/2024,3322 Painting Trades Workers,65,50,46237.20798611111,45275.759097222224
10/2024,3322 Painting Trades Workers,75,10,45805.20607638889,45546.02657407407
10/2024,3322 Painting Trades Workers,70,23,45759.2046875,45540.79158564815
10/2024,3322 Painting Trades Workers,80,1,45566.67946759259,45566.67946759259
10/2024,3322 Painting Trades Workers,90,2,45576.624930555554,45540.45761574074
10/2024,3322 Painting Trades Workers,55,1,45566.34704861111,45566.34704861111
10/2024,3322 Painting Trades Workers,60,8,45983.20564814815,45537.76130787037
10/2024,3423 Electronics Trades Workers,65,8,46251.204930555556,45485.201319444444
10/2024,3423 Electronics Trades Workers,75,9,46259.20663194444,45253.7521412037
10/2024,3423 Electronics Trades Workers,70,6,46264.213784722226,45540.916400462964
10/2024,3423 Electronics Trades Workers,80,1,45612.21052083333,45181.720717592594
10/2024,3423 Electronics Trades Workers,85,1,45595.93412037037,45595.93412037037
10/2024,3423 Electronics Trades Workers,55,1,45572.86474537037,45572.86474537037
10/2024,3423 Electronics Trades Workers,60,1,45543.79597222222,45543.79597222222
10/2024,2521 Chiropractors and Osteopaths,65,1,45593.47895833333,45593.47895833333
10/2024,2521 Chiropractors and Osteopaths,75,2,45569.48034722222,45445.31895833334
10/2024,2521 Chiropractors and Osteopaths,70,1,45588.72951388889,45588.72951388889
10/2024,3941 Cabinetmakers,65,2,46020.20523148148,45559.796747685185
10/2024,3941 Cabinetmakers,75,2,45590.705196759256,45570.93869212963
10/2024,3941 Cabinetmakers,70,3,45664.210486111115,45574.776400462964
10/2024,3941 Cabinetmakers,55,1,45572.856087962966,45572.856087962966
10/2024,3941 Cabinetmakers,50,1,45836.20675925926,45558.91701388889
10/2024,2243 Economists,65,1,46172.20578703703,45574.99586805556
10/2024,2243 Economists,75,4,45955.204988425925,45484.71587962963
10/2024,2243 Economists,70,4,46091.20582175926,45554.20459490741
10/2024,2243 Economists,80,3,45987.2062037037,45426.20009259259
10/2024,2243 Economists,90,4,45587.73005787037,45209.22457175926
10/2024,2243 Economists,85,2,45516.20232638889,45412.44877314815
10/2024,2243 Economists,60,3,45896.20502314815,45531.20321759259
10/2024,3311 Bricklayers and Stonemasons,65,5,45886.20563657407,45545.561203703706
10/2024,3311 Bricklayers and Stonemasons,70,1,45565.74506944444,45565.74506944444
10/2024,3311 Bricklayers and Stonemasons,60,1,45855.21805555555,45465.01373842593
10/2024,1342 Health and Welfare Services Managers,65,4,46178.20513888889,45497.48457175926
10/2024,1342 Health and Welfare Services Managers,75,1,45568.7941087963,45568.7941087963
10/2024,1342 Health and Welfare Services Managers,70,1,45577.22791666666,45552.04821759259
10/2024,1342 Health and Welfare Services Managers,85,2,45604.205196759256,45540.58290509259
10/2024,2539 Other Medical Practitioners,65,5,45587.9708912037,45540.84887731481
10/2024,2539 Other Medical Practitioners,75,9,45593.650868055556,45537.20232638889
10/2024,2539 Other Medical Practitioners,70,10,46069.206342592595,45454.61021990741
10/2024,2539 Other Medical Practitioners,80,12,45840.22282407407,45540.80498842592
10/2024,2539 Other Medical Practitioners,90,4,45664.210486111115,45548.928761574076
10/2024,2539 Other Medical Practitioners,85,8,45664.210486111115,45543.412881944445
10/2024,2539 Other Medical Practitioners,60,1,45841.209502314814,45594.717627314814
10/2024,2539 Other Medical Practitioners,50,1,45493.201574074075,45493.201574074075
10/2024,3411 Electricians,65,10,46242.20569444444,45541.07910879629
10/2024,3411 Electricians,75,4,45833.20297453704,45546.854849537034
10/2024,3411 Electricians,70,3,45582.547372685185,45566.66402777778
10/2024,3411 Electricians,55,1,45582.96894675926,45582.96894675926
10/2024,3411 Electricians,60,1,46148.20650462963,45564.901655092595
10/2024,3411 Electricians,50,2,45983.20564814815,45556.74638888889
10/2024,3411 Electricians,100,1,45807.204560185186,45563.286203703705
10/2024,2525 Physiotherapists,65,21,46232.20520833333,45409.19978009259
10/2024,2525 Physiotherapists,75,22,45597.20515046296,45454.05981481481
10/2024,2525 Physiotherapists,70,21,46134.20460648148,45393.61059027778
10/2024,2525 Physiotherapists,80,22,45766.21913194445,45541.401724537034
10/2024,2525 Physiotherapists,90,5,45577.69563657408,45540.71744212963
10/2024,2525 Physiotherapists,85,7,45586.48936342593,45544.584965277776
10/2024,2525 Physiotherapists,55,1,46142.20444444445,45556.61675925926
10/2024,2525 Physiotherapists,60,3,46110.22554398148,45540.42240740741
10/2024,2512 Medical Imaging Professionals,65,4,46146.213368055556,45538.66883101852
10/2024,2512 Medical Imaging Professionals,75,1,45550.97619212963,45550.97619212963
10/2024,2512 Medical Imaging Professionals,70,2,45552.23263888889,45405.949421296296
10/2024,2512 Medical Imaging Professionals,80,1,45589.940347222226,45589.940347222226
10/2024,2512 Medical Imaging Professionals,85,3,45573.00418981481,45543.5378125
10/2024,"4523 Sports Coaches, Instructors and Officials",65,2,45594.20721064815,45182.4359837963
10/2024,"4523 Sports Coaches, Instructors and Officials",70,2,45972.20482638889,45578.237546296295
10/2024,2527 Speech Professionals and Audiologists,65,8,46216.20761574074,45374.8999537037
10/2024,2527 Speech Professionals and Audiologists,75,13,45815.20438657407,45315.82078703704
10/2024,2527 Speech Professionals and Audiologists,70,9,46178.20513888889,45489.65684027778
10/2024,2527 Speech Professionals and Audiologists,80,4,45586.68508101852,45555.75126157407
10/2024,2527 Speech Professionals and Audiologists,85,2,45556.80019675926,45540.68891203704
10/2024,2527 Speech Professionals and Audiologists,60,2,45758.2184837963,45581.85173611111
10/2024,2524 Occupational Therapists,65,9,46010.20518518519,45537.754016203704
10/2024,2524 Occupational Therapists,75,9,45869.204421296294,45331.19892361111
10/2024,2524 Occupational Therapists,70,15,46093.20628472222,45370.74989583333
10/2024,2524 Occupational Therapists,80,10,45879.208715277775,45542.50232638889
10/2024,2524 Occupational Therapists,95,1,45575.66112268518,45575.66112268518
10/2024,2524 Occupational Therapists,90,3,45588.448842592596,45550.797627314816
10/2024,2524 Occupational Therapists,85,4,45581.749710648146,45541.82784722222
10/2024,2524 Occupational Therapists,60,2,46065.20710648148,45390.197592592594
10/2024,2519 Other Health Diagnostic and Promotion Professionals,75,1,45422.20003472222,45369.856099537035
10/2024,3421 Airconditioning and Refrigeration Mechanics,65,1,45566.4190625,45566.4190625
10/2024,3421 Airconditioning and Refrigeration Mechanics,75,2,45959.204733796294,45541.78670138889
10/2024,3421 Airconditioning and Refrigeration Mechanics,70,1,45566.435520833336,45566.435520833336
10/2024,3421 Airconditioning and Refrigeration Mechanics,80,1,46238.20780092593,45551.31319444445
10/2024,2346 Medical Laboratory Scientists,65,7,45748.223541666666,45330.983877314815
10/2024,2346 Medical Laboratory Scientists,75,8,46054.20521990741,45546.1016087963
10/2024,2346 Medical Laboratory Scientists,70,5,45775.20538194444,45544.761354166665
10/2024,2346 Medical Laboratory Scientists,80,6,46109.20630787037,45552.43209490741
10/2024,2346 Medical Laboratory Scientists,90,2,45664.210486111115,45540.86980324074
10/2024,2415 Special Education Teachers,70,1,45956.21650462963,45595.21034722222
10/2024,2723 Psychologists,65,3,45573.48270833334,45426.72987268519
10/2024,2723 Psychologists,75,3,45582.43054398148,45395.579930555556
10/2024,2723 Psychologists,70,5,45818.20427083333,45295.56101851852
10/2024,2723 Psychologists,80,3,45584.83262731481,45544.64179398148
10/2024,2723 Psychologists,90,1,45583.347916666666,45583.347916666666
10/2024,2723 Psychologists,85,4,45589.76650462963,45573.88842592593
10/2024,2541 Midwives,65,1,45554.038252314815,45554.038252314815
10/2024,2541 Midwives,75,3,45664.210486111115,45538.45398148148
10/2024,2541 Midwives,70,1,45771.20439814815,45594.32803240741
10/2024,2541 Midwives,80,1,45578.237546296295,45561.54771990741
10/2024,3341 Plumbers,65,8,46037.20556712963,45543.886030092595
10/2024,3341 Plumbers,75,1,45583.21388888889,45583.21388888889
10/2024,3341 Plumbers,70,4,45667.20769675926,45545.67197916667
10/2024,3341 Plumbers,90,1,45868.204247685186,45550.523888888885
10/2024,3241 Panelbeaters,65,1,45590.309583333335,45590.309583333335
10/2024,3991 Boat Builders and Shipwrights,65,1,45577.4777662037,45577.4777662037
10/2024,3991 Boat Builders and Shipwrights,75,1,45897.20680555556,45476.19920138889
10/2024,3991 Boat Builders and Shipwrights,70,1,45585.54454861111,45585.54454861111
10/2024,2533 Internal Medicine Specialists,65,1,45890.20483796296,45589.49491898148
10/2024,2533 Internal Medicine Specialists,75,2,45594.95175925926,45586.94368055555
10/2024,2533 Internal Medicine Specialists,70,3,46023.20457175926,45560.859085648146
10/2024,2533 Internal Medicine Specialists,80,1,45573.1537962963,45573.1537962963
10/2024,3332 Plasterers,65,1,45951.20533564815,45547.025243055556
10/2024,3332 Plasterers,75,1,45723.20554398148,45545.782430555555
10/2024,3332 Plasterers,60,1,46156.20454861111,45567.18722222222
10/2024,3611 Animal Attendants and Trainers,70,1,45589.835324074076,45589.835324074076
10/2024,3334 Wall and Floor Tilers,65,11,45951.20533564815,45540.42056712963
10/2024,3334 Wall and Floor Tilers,75,1,45589.5240162037,45589.5240162037
10/2024,3334 Wall and Floor Tilers,70,3,45588.628229166665,45540.62627314815
10/2024,3334 Wall and Floor Tilers,80,2,45569.614849537036,45540.75971064815
10/2024,3334 Wall and Floor Tilers,60,2,45587.437581018516,45584.89050925926
10/2024,2112 Music Professionals,75,1,45646.25388888889,45576.668287037035
10/2024,2112 Music Professionals,70,1,45531.20321759259,45381.193564814814
10/2024,"2121 Artistic Directors, and Media Producers and Presenters",80,1,45712.260034722225,45559.92222222222
10/2024,3211 Automotive Electricians,65,2,45914.216412037036,45552.70392361111
10/2024,3211 Automotive Electricians,70,2,45595.988599537035,45552.24356481482
10/2024,2534 Psychiatrists,80,2,45593.71604166667,45542.75702546296
10/2024,2514 Optometrists and Orthoptists,75,2,45567.50361111111,45288.9044212963
10/2024,2514 Optometrists and Orthoptists,70,2,45764.20460648148,45589.70328703704
10/2024,2514 Optometrists and Orthoptists,80,2,45570.548368055555,45545.48966435185
10/2024,2535 Surgeons,95,1,45587.86885416666,45587.86885416666
10/2024,2526 Podiatrists,75,2,45586.704618055555,45570.59988425926
10/2024,2526 Podiatrists,70,1,45747.208761574075,45567.22837962963
10/2024,"2111 Actors, Dancers and Other Entertainers",75,1,45748.223541666666,45586.908854166664
09/2024,2613 Software and Applications Programmers,65,100,46246.21188657408,44954.49886574074
09/2024,2613 Software and Applications Programmers,75,181,46258.205046296294,44880.75809027778
09/2024,2613 Software and Applications Programmers,70,137,46262.20508101852,45079.889398148145
09/2024,2613 Software and Applications Programmers,80,176,46248.20554398148,44950.701365740744
09/2024,2613 Software and Applications Programmers,95,70,46213.205416666664,44987.00717592592
09/2024,2613 Software and Applications Programmers,90,139,46154.20450231482,45072.68414351852
09/2024,2613 Software and Applications Programmers,85,162,46244.20744212963,45035.04283564815
09/2024,2613 Software and Applications Programmers,55,3,45768.20408564815,45538.57974537037
09/2024,2613 Software and Applications Programmers,60,19,46144.21498842593,45367.57262731482
09/2024,2613 Software and Applications Programmers,50,2,45560.713587962964,45555.85711805556
