Visa,OccGroup,State,n
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,ACT,26
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,TAS,15
491SNR State or Territory Nominated - Regional,2232 ICT Trainers,NT,8
491SNR State or Territory Nominated - Regional,3241 Panelbeaters,VIC,2
491SNR State or Territory Nominated - Regional,3241 Panelbeaters,ANY,4
491SNR State or Territory Nominated - Regional,3241 Panelbeaters,NSW,4
491SNR State or Territory Nominated - Regional,3241 Panelbeaters,QLD,3
491SNR State or Territory Nominated - Regional,3241 Panelbeaters,SA,1
491SNR State or Territory Nominated - Regional,3241 Panelbeaters,WA,9
491SNR State or Territory Nominated - Regional,3241 Panelbeaters,ACT,1
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,VIC,9
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,ANY,3
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,NSW,4
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,QLD,3
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,SA,7
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,WA,11
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,ACT,2
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,TAS,2
491SNR State or Territory Nominated - Regional,2311 Air Transport Professionals,NT,4
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,VIC,5
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,ANY,1
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,NSW,5
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,QLD,2
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,SA,4
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,WA,11
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,ACT,2
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,TAS,2
491SNR State or Territory Nominated - Regional,1214 Mixed Crop and Livestock Farmers,NT,2
491SNR State or Territory Nominated - Regional,2246 Librarians,VIC,28
491SNR State or Territory Nominated - Regional,2246 Librarians,ANY,8
491SNR State or Territory Nominated - Regional,2246 Librarians,NSW,18
491SNR State or Territory Nominated - Regional,2246 Librarians,QLD,11
491SNR State or Territory Nominated - Regional,2246 Librarians,SA,27
491SNR State or Territory Nominated - Regional,2246 Librarians,WA,14
491SNR State or Territory Nominated - Regional,2246 Librarians,ACT,20
491SNR State or Territory Nominated - Regional,2246 Librarians,TAS,10
491SNR State or Territory Nominated - Regional,2246 Librarians,NT,18
491SNR State or Territory Nominated - Regional,3243 Vehicle Painters,VIC,5
491SNR State or Territory Nominated - Regional,3243 Vehicle Painters,NSW,3
491SNR State or Territory Nominated - Regional,3243 Vehicle Painters,QLD,3
491SNR State or Territory Nominated - Regional,3243 Vehicle Painters,SA,4
491SNR State or Territory Nominated - Regional,3243 Vehicle Painters,WA,7
491SNR State or Territory Nominated - Regional,3243 Vehicle Painters,ACT,1
491SNR State or Territory Nominated - Regional,3243 Vehicle Painters,TAS,3
491SNR State or Territory Nominated - Regional,3243 Vehicle Painters,NT,2
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,VIC,24
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,ANY,8
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,NSW,27
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,QLD,21
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,SA,29
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,WA,31
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,ACT,15
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,TAS,13
491SNR State or Territory Nominated - Regional,3424 Telecommunications Trades Workers,NT,14
491SNR State or Territory Nominated - Regional,2721 Counsellors,VIC,98
491SNR State or Territory Nominated - Regional,2721 Counsellors,ANY,35
491SNR State or Territory Nominated - Regional,2721 Counsellors,NSW,55
491SNR State or Territory Nominated - Regional,2721 Counsellors,QLD,44
491SNR State or Territory Nominated - Regional,2721 Counsellors,SA,73
491SNR State or Territory Nominated - Regional,2721 Counsellors,WA,122
491SNR State or Territory Nominated - Regional,2721 Counsellors,ACT,53
491SNR State or Territory Nominated - Regional,2721 Counsellors,TAS,29
491SNR State or Territory Nominated - Regional,2721 Counsellors,NT,33
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",VIC,21
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",ANY,1
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",NSW,10
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",QLD,5
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",SA,17
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",WA,8
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",ACT,5
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",TAS,11
491SNR State or Territory Nominated - Regional,"1491 Amusement, Fitness and Sports Centre Managers",NT,10
491SNR State or Territory Nominated - Regional,3991 Boat Builders and Shipwrights,ANY,1
491SNR State or Territory Nominated - Regional,3991 Boat Builders and Shipwrights,QLD,20
491SNR State or Territory Nominated - Regional,3991 Boat Builders and Shipwrights,WA,1
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,VIC,32
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,ANY,9
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,NSW,47
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,QLD,17
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,SA,39
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,WA,30
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,ACT,30
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,TAS,24
491SNR State or Territory Nominated - Regional,4113 Diversional Therapists,NT,12
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,VIC,9
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,ANY,6
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,NSW,9
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,QLD,7
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,SA,5
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,WA,8
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,ACT,5
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,TAS,5
491SNR State or Territory Nominated - Regional,2533 Internal Medicine Specialists,NT,3
491SNR State or Territory Nominated - Regional,3332 Plasterers,VIC,15
491SNR State or Territory Nominated - Regional,3332 Plasterers,ANY,8
491SNR State or Territory Nominated - Regional,3332 Plasterers,NSW,5
491SNR State or Territory Nominated - Regional,3332 Plasterers,QLD,6
491SNR State or Territory Nominated - Regional,3332 Plasterers,SA,4
491SNR State or Territory Nominated - Regional,3332 Plasterers,WA,42
491SNR State or Territory Nominated - Regional,3332 Plasterers,TAS,2
491SNR State or Territory Nominated - Regional,3332 Plasterers,NT,1
491SNR State or Territory Nominated - Regional,3611 Animal Attendants and Trainers,VIC,8
491SNR State or Territory Nominated - Regional,3611 Animal Attendants and Trainers,ANY,3
491SNR State or Territory Nominated - Regional,3611 Animal Attendants and Trainers,NSW,4
491SNR State or Territory Nominated - Regional,3611 Animal Attendants and Trainers,QLD,3
491SNR State or Territory Nominated - Regional,3611 Animal Attendants and Trainers,SA,2
491SNR State or Territory Nominated - Regional,3611 Animal Attendants and Trainers,WA,4
491SNR State or Territory Nominated - Regional,3611 Animal Attendants and Trainers,ACT,3
491SNR State or Territory Nominated - Regional,3611 Animal Attendants and Trainers,NT,2
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,VIC,69
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,ANY,13
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,NSW,24
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,QLD,25
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,SA,21
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,WA,148
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,ACT,5
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,TAS,3
491SNR State or Territory Nominated - Regional,3334 Wall and Floor Tilers,NT,4
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),VIC,27
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),ANY,23
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),NSW,25
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),QLD,26
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),SA,25
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),WA,14
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),ACT,6
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),TAS,1
491SNR State or Territory Nominated - Regional,2413 Middle School Teachers (Aus) / Intermediate School Teachers (NZ),NT,4
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,VIC,47
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,ANY,10
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,NSW,24
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,QLD,14
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,SA,27
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,WA,29
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,ACT,42
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,TAS,10
491SNR State or Territory Nominated - Regional,2522 Complementary Health Therapists,NT,11
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,VIC,52
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,ANY,9
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,NSW,42
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,QLD,14
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,SA,30
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,WA,63
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,ACT,32
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,TAS,20
491SNR State or Territory Nominated - Regional,5999 Other Miscellaneous Clerical and Administrative Workers,NT,17
491SNR State or Territory Nominated - Regional,2543 Nurse Managers,VIC,3
491SNR State or Territory Nominated - Regional,2543 Nurse Managers,ANY,1
