OccGroup,Score,DoEMonth,n
3421 Airconditioning and Refrigeration Mechanics,70,2025-04,1
3421 Airconditioning and Refrigeration Mechanics,70,2025-06,1
3421 Airconditioning and Refrigeration Mechanics,70,2025-08,2
3421 Airconditioning and Refrigeration Mechanics,70,2025-10,1
3421 Airconditioning and Refrigeration Mechanics,70,2026-04,1
3421 Airconditioning and Refrigeration Mechanics,70,2025-11,3
3421 Airconditioning and Refrigeration Mechanics,70,2026-01,3
3421 Airconditioning and Refrigeration Mechanics,80,2026-08,1
3421 Airconditioning and Refrigeration Mechanics,80,2024-09,1
3421 Airconditioning and Refrigeration Mechanics,80,2025-07,1
3421 Airconditioning and Refrigeration Mechanics,55,2026-08,1
3421 Airconditioning and Refrigeration Mechanics,55,2026-06,4
3421 Airconditioning and Refrigeration Mechanics,55,2026-05,1
3421 Airconditioning and Refrigeration Mechanics,55,2024-11,1
3421 Airconditioning and Refrigeration Mechanics,55,2025-05,1
3421 Airconditioning and Refrigeration Mechanics,55,2025-12,2
3421 Airconditioning and Refrigeration Mechanics,55,2026-01,1
3421 Airconditioning and Refrigeration Mechanics,60,2026-08,1
3421 Airconditioning and Refrigeration Mechanics,60,2026-06,1
3421 Airconditioning and Refrigeration Mechanics,60,2026-05,1
3421 Airconditioning and Refrigeration Mechanics,60,2025-03,2
3421 Airconditioning and Refrigeration Mechanics,60,2025-07,1
3421 Airconditioning and Refrigeration Mechanics,60,2025-10,1
3421 Airconditioning and Refrigeration Mechanics,60,2025-11,1
3421 Airconditioning and Refrigeration Mechanics,60,2026-03,4
3421 Airconditioning and Refrigeration Mechanics,50,2026-08,1
3421 Airconditioning and Refrigeration Mechanics,50,2026-06,2
3421 Airconditioning and Refrigeration Mechanics,50,2025-02,1
3421 Airconditioning and Refrigeration Mechanics,50,2025-06,1
3421 Airconditioning and Refrigeration Mechanics,50,2025-12,1
3421 Airconditioning and Refrigeration Mechanics,45,2025-04,1
3421 Airconditioning and Refrigeration Mechanics,45,2026-04,1
3421 Airconditioning and Refrigeration Mechanics,35,2025-01,1
3421 Airconditioning and Refrigeration Mechanics,35,2025-10,1
2346 Medical Laboratory Scientists,65,2026-08,22
2346 Medical Laboratory Scientists,65,2026-07,7
2346 Medical Laboratory Scientists,65,2026-06,10
2346 Medical Laboratory Scientists,65,2026-05,21
2346 Medical Laboratory Scientists,65,2024-11,5
2346 Medical Laboratory Scientists,65,2025-03,1
2346 Medical Laboratory Scientists,65,2025-04,4
2346 Medical Laboratory Scientists,65,2025-05,5
2346 Medical Laboratory Scientists,65,2025-06,5
2346 Medical Laboratory Scientists,65,2025-07,5
2346 Medical Laboratory Scientists,65,2025-08,5
2346 Medical Laboratory Scientists,65,2025-09,4
2346 Medical Laboratory Scientists,65,2025-10,4
2346 Medical Laboratory Scientists,65,2025-12,4
2346 Medical Laboratory Scientists,65,2026-04,13
2346 Medical Laboratory Scientists,65,2025-11,11
2346 Medical Laboratory Scientists,65,2026-01,5
2346 Medical Laboratory Scientists,65,2026-02,2
2346 Medical Laboratory Scientists,65,2026-03,15
2346 Medical Laboratory Scientists,75,2026-08,33
2346 Medical Laboratory Scientists,75,2026-07,32
2346 Medical Laboratory Scientists,75,2026-06,32
2346 Medical Laboratory Scientists,75,2026-05,42
2346 Medical Laboratory Scientists,75,2024-10,1
2346 Medical Laboratory Scientists,75,2024-12,1
2346 Medical Laboratory Scientists,75,2024-11,7
2346 Medical Laboratory Scientists,75,2025-01,1
2346 Medical Laboratory Scientists,75,2025-03,1
2346 Medical Laboratory Scientists,75,2025-02,2
2346 Medical Laboratory Scientists,75,2025-04,14
2346 Medical Laboratory Scientists,75,2025-05,11
2346 Medical Laboratory Scientists,75,2025-06,8
2346 Medical Laboratory Scientists,75,2025-07,9
2346 Medical Laboratory Scientists,75,2025-08,7
2346 Medical Laboratory Scientists,75,2025-09,6
2346 Medical Laboratory Scientists,75,2025-10,8
2346 Medical Laboratory Scientists,75,2025-12,17
2346 Medical Laboratory Scientists,75,2026-04,21
2346 Medical Laboratory Scientists,75,2025-11,22
2346 Medical Laboratory Scientists,75,2026-01,15
2346 Medical Laboratory Scientists,75,2026-02,11
2346 Medical Laboratory Scientists,75,2026-03,16
2346 Medical Laboratory Scientists,70,2026-08,18
2346 Medical Laboratory Scientists,70,2026-07,22
2346 Medical Laboratory Scientists,70,2026-06,21
2346 Medical Laboratory Scientists,70,2024-09,1
2346 Medical Laboratory Scientists,70,2026-05,36
2346 Medical Laboratory Scientists,70,2024-10,1
2346 Medical Laboratory Scientists,70,2024-12,1
2346 Medical Laboratory Scientists,70,2024-11,6
2346 Medical Laboratory Scientists,70,2025-01,2
2346 Medical Laboratory Scientists,70,2025-02,1
2346 Medical Laboratory Scientists,70,2025-05,6
2346 Medical Laboratory Scientists,70,2025-06,4
2346 Medical Laboratory Scientists,70,2025-07,16
2346 Medical Laboratory Scientists,70,2025-08,3
2346 Medical Laboratory Scientists,70,2025-09,4
2346 Medical Laboratory Scientists,70,2025-10,7
2346 Medical Laboratory Scientists,70,2025-12,10
2346 Medical Laboratory Scientists,70,2026-04,15
2346 Medical Laboratory Scientists,70,2025-11,17
2346 Medical Laboratory Scientists,70,2026-01,10
2346 Medical Laboratory Scientists,70,2026-02,7
2346 Medical Laboratory Scientists,70,2026-03,14
2346 Medical Laboratory Scientists,80,2026-09,1
2346 Medical Laboratory Scientists,80,2026-08,22
2346 Medical Laboratory Scientists,80,2026-07,20
2346 Medical Laboratory Scientists,80,2026-06,13
2346 Medical Laboratory Scientists,80,2026-05,17
2346 Medical Laboratory Scientists,80,2024-11,7
2346 Medical Laboratory Scientists,80,2025-03,7
2346 Medical Laboratory Scientists,80,2025-02,1
2346 Medical Laboratory Scientists,80,2025-06,1
2346 Medical Laboratory Scientists,80,2025-07,4
2346 Medical Laboratory Scientists,80,2025-09,1
2346 Medical Laboratory Scientists,80,2025-10,4
2346 Medical Laboratory Scientists,80,2025-12,2
2346 Medical Laboratory Scientists,80,2026-04,6
2346 Medical Laboratory Scientists,80,2025-11,8
2346 Medical Laboratory Scientists,80,2026-01,4
2346 Medical Laboratory Scientists,80,2026-02,1
2346 Medical Laboratory Scientists,80,2026-03,14
2346 Medical Laboratory Scientists,95,2026-05,1
2346 Medical Laboratory Scientists,90,2026-09,1
2346 Medical Laboratory Scientists,90,2026-08,4
2346 Medical Laboratory Scientists,90,2026-06,1
2346 Medical Laboratory Scientists,90,2026-05,4
2346 Medical Laboratory Scientists,90,2025-12,1
2346 Medical Laboratory Scientists,90,2026-04,1
2346 Medical Laboratory Scientists,90,2025-11,2
2346 Medical Laboratory Scientists,90,2026-01,1
2346 Medical Laboratory Scientists,90,2026-03,1
2346 Medical Laboratory Scientists,85,2026-08,14
2346 Medical Laboratory Scientists,85,2026-07,5
2346 Medical Laboratory Scientists,85,2026-06,5
2346 Medical Laboratory Scientists,85,2025-09,2
2346 Medical Laboratory Scientists,85,2025-10,2
2346 Medical Laboratory Scientists,85,2025-12,1
2346 Medical Laboratory Scientists,85,2026-04,1
2346 Medical Laboratory Scientists,85,2025-11,11
2346 Medical Laboratory Scientists,85,2026-01,1
2346 Medical Laboratory Scientists,85,2026-02,4
2346 Medical Laboratory Scientists,85,2026-03,1
2346 Medical Laboratory Scientists,55,2026-08,1
2346 Medical Laboratory Scientists,55,2026-07,1
2346 Medical Laboratory Scientists,55,2026-06,2
2346 Medical Laboratory Scientists,55,2026-05,1
2346 Medical Laboratory Scientists,55,2025-03,1
2346 Medical Laboratory Scientists,55,2025-06,2
2346 Medical Laboratory Scientists,55,2025-07,1
2346 Medical Laboratory Scientists,55,2026-01,1
2346 Medical Laboratory Scientists,55,2026-03,1
2346 Medical Laboratory Scientists,60,2026-08,2
2346 Medical Laboratory Scientists,60,2026-07,1
2346 Medical Laboratory Scientists,60,2026-06,5
2346 Medical Laboratory Scientists,60,2026-05,2
2346 Medical Laboratory Scientists,60,2025-01,1
2346 Medical Laboratory Scientists,60,2025-02,1
2346 Medical Laboratory Scientists,60,2025-04,1
2346 Medical Laboratory Scientists,60,2025-05,1
2346 Medical Laboratory Scientists,60,2025-08,1
2346 Medical Laboratory Scientists,60,2025-10,2
2346 Medical Laboratory Scientists,60,2025-12,1
2346 Medical Laboratory Scientists,60,2026-04,1
2346 Medical Laboratory Scientists,60,2025-11,1
2346 Medical Laboratory Scientists,60,2026-01,2
2346 Medical Laboratory Scientists,60,2026-02,2
2346 Medical Laboratory Scientists,60,2026-03,2
2346 Medical Laboratory Scientists,50,2026-03,1
2346 Medical Laboratory Scientists,100,2026-08,1
2346 Medical Laboratory Scientists,45,2025-05,1
2346 Medical Laboratory Scientists,45,2025-12,1
2346 Medical Laboratory Scientists,45,2026-04,1
2346 Medical Laboratory Scientists,45,2026-03,1
2415 Special Education Teachers,65,2026-08,8
2415 Special Education Teachers,65,2026-07,3
2415 Special Education Teachers,65,2026-06,2
2415 Special Education Teachers,65,2024-09,1
2415 Special Education Teachers,65,2026-05,11
2415 Special Education Teachers,65,2025-03,1
2415 Special Education Teachers,65,2025-05,1
2415 Special Education Teachers,65,2025-06,1
2415 Special Education Teachers,65,2025-09,1
2415 Special Education Teachers,65,2025-10,1
2415 Special Education Teachers,65,2025-12,1
2415 Special Education Teachers,65,2026-04,1
2415 Special Education Teachers,65,2026-02,3
2415 Special Education Teachers,65,2026-03,2
2415 Special Education Teachers,75,2026-09,1
2415 Special Education Teachers,75,2026-08,6
2415 Special Education Teachers,75,2026-07,1
2415 Special Education Teachers,75,2026-06,3
2415 Special Education Teachers,75,2026-05,2
2415 Special Education Teachers,75,2025-09,1
2415 Special Education Teachers,75,2026-04,3
2415 Special Education Teachers,75,2025-11,2
2415 Special Education Teachers,75,2026-01,2
2415 Special Education Teachers,75,2026-02,7
2415 Special Education Teachers,70,2026-09,1
2415 Special Education Teachers,70,2026-08,6
2415 Special Education Teachers,70,2026-07,6
2415 Special Education Teachers,70,2026-06,2
2415 Special Education Teachers,70,2026-05,1
2415 Special Education Teachers,70,2025-07,1
2415 Special Education Teachers,70,2026-04,3
2415 Special Education Teachers,70,2026-01,1
2415 Special Education Teachers,70,2026-02,2
2415 Special Education Teachers,70,2026-03,3
2415 Special Education Teachers,80,2026-08,3
2415 Special Education Teachers,80,2026-07,3
2415 Special Education Teachers,80,2026-06,2
2415 Special Education Teachers,80,2025-10,1
2415 Special Education Teachers,80,2025-12,1
2415 Special Education Teachers,55,2026-08,2
2415 Special Education Teachers,55,2026-06,1
2415 Special Education Teachers,55,2025-09,1
2415 Special Education Teachers,55,2025-12,1
2415 Special Education Teachers,60,2026-08,6
2415 Special Education Teachers,60,2026-06,1
2415 Special Education Teachers,60,2026-05,1
2415 Special Education Teachers,60,2024-11,1
2415 Special Education Teachers,60,2025-01,1
2415 Special Education Teachers,60,2025-03,1
2415 Special Education Teachers,60,2026-01,4
2415 Special Education Teachers,60,2026-02,1
2415 Special Education Teachers,60,2026-03,1
2415 Special Education Teachers,30,2026-06,1
2415 Special Education Teachers,30,2026-04,1
2723 Psychologists,65,2026-08,10
2723 Psychologists,65,2026-07,7
2723 Psychologists,65,2026-06,6
2723 Psychologists,65,2026-05,2
2723 Psychologists,65,2025-03,1
2723 Psychologists,65,2025-02,2
2723 Psychologists,65,2025-05,1
2723 Psychologists,65,2025-06,2
2723 Psychologists,65,2025-07,2
2723 Psychologists,65,2025-08,2
2723 Psychologists,65,2025-09,1
2723 Psychologists,65,2025-10,3
2723 Psychologists,65,2025-12,1
2723 Psychologists,65,2026-04,3
2723 Psychologists,65,2025-11,2
2723 Psychologists,65,2026-01,4
2723 Psychologists,65,2026-02,10
2723 Psychologists,65,2026-03,1
2723 Psychologists,75,2026-08,12
2723 Psychologists,75,2026-07,13
2723 Psychologists,75,2026-06,6
2723 Psychologists,75,2026-05,8
2723 Psychologists,75,2025-04,1
2723 Psychologists,75,2025-05,1
2723 Psychologists,75,2025-08,4
2723 Psychologists,75,2025-09,2
2723 Psychologists,75,2025-10,4
2723 Psychologists,75,2025-12,2
2723 Psychologists,75,2026-04,4
2723 Psychologists,75,2026-01,1
2723 Psychologists,75,2026-02,5
2723 Psychologists,75,2026-03,1
2723 Psychologists,70,2026-08,13
2723 Psychologists,70,2026-07,8
2723 Psychologists,70,2026-06,8
2723 Psychologists,70,2026-05,3
2723 Psychologists,70,2024-12,1
2723 Psychologists,70,2025-03,1
2723 Psychologists,70,2025-04,2
2723 Psychologists,70,2025-05,2
2723 Psychologists,70,2025-06,2
2723 Psychologists,70,2025-07,1
2723 Psychologists,70,2025-09,1
2723 Psychologists,70,2025-10,2
2723 Psychologists,70,2025-12,2
2723 Psychologists,70,2026-04,6
2723 Psychologists,70,2025-11,3
2723 Psychologists,70,2026-01,4
2723 Psychologists,70,2026-02,6
2723 Psychologists,70,2026-03,6
2723 Psychologists,80,2026-08,4
2723 Psychologists,80,2026-07,8
2723 Psychologists,80,2026-06,5
2723 Psychologists,80,2026-05,2
2723 Psychologists,80,2025-12,1
2723 Psychologists,80,2025-11,1
2723 Psychologists,80,2026-01,1
2723 Psychologists,80,2026-03,3
2723 Psychologists,95,2026-06,1
2723 Psychologists,90,2026-07,1
2723 Psychologists,90,2026-06,1
2723 Psychologists,90,2026-04,1
2723 Psychologists,85,2026-08,3
2723 Psychologists,85,2026-07,5
2723 Psychologists,85,2026-06,1
2723 Psychologists,85,2026-05,2
2723 Psychologists,85,2026-04,1
2723 Psychologists,85,2026-02,1
2723 Psychologists,85,2026-03,1
2723 Psychologists,55,2026-08,1
2723 Psychologists,55,2026-07,1
2723 Psychologists,55,2026-05,2
2723 Psychologists,55,2025-08,1
2723 Psychologists,55,2025-11,1
2723 Psychologists,55,2026-02,2
2723 Psychologists,60,2026-08,5
2723 Psychologists,60,2026-07,2
2723 Psychologists,60,2026-06,3
2723 Psychologists,60,2026-05,1
2723 Psychologists,60,2025-07,1
2723 Psychologists,60,2025-09,1
2723 Psychologists,60,2025-10,1
2723 Psychologists,60,2026-02,1
2723 Psychologists,60,2026-03,2
2723 Psychologists,50,2026-07,1
2723 Psychologists,50,2025-12,1
2723 Psychologists,50,2026-04,5
2723 Psychologists,50,2026-03,2
2723 Psychologists,105,2026-08,1
2541 Midwives,65,2026-08,2
2541 Midwives,65,2026-07,2
2541 Midwives,65,2026-06,4
2541 Midwives,65,2024-09,1
2541 Midwives,65,2026-05,6
2541 Midwives,65,2025-03,1
2541 Midwives,65,2025-04,1
2541 Midwives,65,2025-06,1
2541 Midwives,65,2025-07,2
2541 Midwives,65,2025-10,2
2541 Midwives,65,2025-12,1
2541 Midwives,65,2026-04,4
2541 Midwives,65,2026-01,3
2541 Midwives,65,2026-02,2
2541 Midwives,65,2026-03,3
2541 Midwives,75,2026-09,1
2541 Midwives,75,2026-08,2
2541 Midwives,75,2026-07,4
2541 Midwives,75,2026-06,5
2541 Midwives,75,2026-05,3
2541 Midwives,75,2025-04,1
2541 Midwives,75,2025-05,1
2541 Midwives,75,2025-06,1
2541 Midwives,75,2025-07,2
2541 Midwives,75,2025-09,1
2541 Midwives,75,2025-10,2
2541 Midwives,75,2025-12,3
2541 Midwives,75,2026-04,8
2541 Midwives,75,2025-11,4
2541 Midwives,75,2026-01,5
2541 Midwives,75,2026-02,2
2541 Midwives,75,2026-03,2
2541 Midwives,70,2026-08,7
2541 Midwives,70,2026-07,7
2541 Midwives,70,2026-06,5
2541 Midwives,70,2026-05,5
2541 Midwives,70,2024-12,1
2541 Midwives,70,2025-01,1
2541 Midwives,70,2025-02,1
2541 Midwives,70,2025-05,2
2541 Midwives,70,2025-09,3
2541 Midwives,70,2025-10,2
2541 Midwives,70,2026-04,2
2541 Midwives,70,2025-11,1
2541 Midwives,70,2026-01,4
2541 Midwives,70,2026-02,4
2541 Midwives,80,2026-08,5
2541 Midwives,80,2026-07,5
2541 Midwives,80,2026-06,1
2541 Midwives,80,2026-05,1
2541 Midwives,80,2026-04,1
2541 Midwives,80,2026-02,2
2541 Midwives,90,2026-08,1
2541 Midwives,90,2026-06,1
2541 Midwives,85,2026-08,1
2541 Midwives,85,2026-02,1
2541 Midwives,60,2026-08,2
2541 Midwives,60,2026-07,2
2541 Midwives,60,2026-06,2
2541 Midwives,60,2026-05,1
2541 Midwives,60,2025-07,1
2541 Midwives,60,2026-04,1
2541 Midwives,50,2026-05,1
2541 Midwives,40,2026-06,1
2541 Midwives,40,2026-01,1
2541 Midwives,45,2026-04,1
3341 Plumbers,65,2026-09,1
3341 Plumbers,65,2026-08,9
3341 Plumbers,65,2026-07,9
3341 Plumbers,65,2026-06,5
3341 Plumbers,65,2026-05,4
3341 Plumbers,65,2026-04,4
3341 Plumbers,65,2025-11,2
3341 Plumbers,65,2026-01,1
3341 Plumbers,65,2026-02,2
3341 Plumbers,65,2026-03,1
3341 Plumbers,75,2026-08,4
3341 Plumbers,75,2026-07,2
3341 Plumbers,70,2026-08,3
3341 Plumbers,70,2026-07,3
3341 Plumbers,70,2026-05,3
3341 Plumbers,70,2025-12,1
3341 Plumbers,70,2026-04,1
3341 Plumbers,70,2025-11,1
3341 Plumbers,70,2026-01,1
3341 Plumbers,70,2026-02,2
3341 Plumbers,80,2026-08,2
3341 Plumbers,80,2026-06,4
3341 Plumbers,95,2026-06,1
3341 Plumbers,85,2026-06,1
3341 Plumbers,55,2026-08,3
3341 Plumbers,55,2026-07,1
3341 Plumbers,55,2026-06,2
3341 Plumbers,55,2024-11,1
